Filename,Rank,Sample,Unit,Type,Annealed,Probe #,P2O5,Na2O,SiO2,Al2O3,K2O,SO3,MnO,FeO,CaO,Cl,MgO,F ,Total,,P apfu,Na apfu,Si apfu,S apfu,Mn apfu,Fe apfu,Ca apfu,Cl apfu,Mg apfu,F apfu,est OH apfu,,O=F,O=Cl,,Corrected Total,Est OH (wt.%),Net Corrected Total
210518_QVCZMI05_074_ZAp_06_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Mar,38.91,-0.11,4.53,0.06,0.01,0.08,-0.07,0.01,47.45,0.26,0.04,2.59,93.94,,5.45,-0.04,0.75,0.01,-0.01,0,8.41,0.07,0.01,1.36,0.57,,1.09,0.06,,92.79,1.03,93.82
210518_QVCZMI05_074_ZAp_07_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Jan,43.24,-0.02,0.86,0.07,-0.06,0.03,0.11,0.16,52.03,0.38,0.05,3.49,100.42,,5.68,-0.01,0.13,0,0.01,0.02,8.65,0.1,0.01,1.71,0.19,,1.47,0.09,,98.86,0.34,99.2
210518_QVCZMI05_074_ZAp_08_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Jan,44.7,0.02,0.35,0.02,-0.08,-0.02,0.01,0.07,53.7,0.52,0,3.12,102.5,,5.78,0.01,0.05,0,0,0.01,8.79,0.13,0,1.51,0.36,,1.31,0.12,,101.07,0.64,101.71
210518_QVCZMI05_074_ZAp_08_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Feb,44.68,0.02,0.3,0.01,0.05,0.02,0,0.06,53.66,0.66,-0.01,3.1,102.57,,5.78,0.01,0.05,0,0,0.01,8.78,0.17,0,1.5,0.33,,1.31,0.15,,101.12,0.6,101.71
210518_QVCZMI05_074_ZAp_09_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Jan,44.75,0.02,0.27,0,0.03,0.03,-0.07,0,54.11,0.43,0.03,3.19,102.85,,5.77,0.01,0.04,0,-0.01,0,8.83,0.11,0.01,1.54,0.35,,1.34,0.1,,101.41,0.63,102.04
210518_QVCZMI05_074_ZAp_09_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Feb,44.75,-0.01,0.24,0,0.06,0.04,0.05,0.1,54.42,0.42,0.01,3.28,103.36,,5.75,0,0.04,0,0.01,0.01,8.84,0.11,0,1.57,0.32,,1.38,0.09,,101.88,0.57,102.46
210518_QVCZMI05_074_ZAp_09_Qti,1,QVC074,Yarabamba Monzonite,Semi-Inclusion,Yes,01-Mar,43.98,0.04,0.23,0.02,-0.01,0.03,-0.01,-0.01,54.57,0.46,0.02,3.12,102.47,,5.72,0.01,0.04,0,0,0,8.98,0.12,0,1.52,0.37,,1.31,0.1,,101.05,0.65,101.71
210518_QVCZMI05_074_ZAp_09_Qti,1,QVC074,Yarabamba Monzonite,Semi-Inclusion,Yes,01-Apr,43.23,0.02,1,0.26,0.19,0.07,0.1,0.21,54.35,0.39,0.11,3.01,102.92,,5.61,0.01,0.15,0.01,0.01,0.03,8.93,0.1,0.03,1.46,0.44,,1.27,0.09,,101.56,0.78,102.35
210518_QVCZMI05_074_ZAp_10_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Jan,43.87,0.01,0.39,0.01,-0.01,0.02,0.03,0.15,52.31,0.46,0.08,2.8,100.14,,5.82,0,0.06,0,0,0.02,8.78,0.12,0.02,1.39,0.49,,1.18,0.1,,98.86,0.88,99.74
210518_QVCZMI05_074_ZAp_10_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Feb,44.33,0.02,0.35,0.02,0.02,0.03,0.01,0.23,53.51,0.44,0.05,3.28,102.29,,5.74,0.01,0.05,0,0,0.03,8.77,0.11,0.01,1.59,0.3,,1.38,0.1,,100.81,0.54,101.35
210518_QVCZMI05_074_ZAp_11_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Jan,42.81,-0.06,1.25,0,-0.03,0.1,0.18,0.13,51.95,0.28,0.03,3.17,99.89,,5.67,-0.02,0.2,0.01,0.02,0.02,8.71,0.07,0.01,1.57,0.36,,1.33,0.06,,98.49,0.64,99.13
210518_QVCZMI05_074_ZAp_11_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Feb,39.93,-0.05,3.49,0.11,0,0.09,-0.01,0.21,49.43,0.31,0.01,3.02,96.59,,5.45,-0.02,0.56,0.01,0,0.03,8.54,0.08,0,1.54,0.38,,1.27,0.07,,95.25,0.68,95.93
210518_QVCZMI05_074_ZAp_11_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Mar,38.03,-0.1,4.92,0.23,-0.04,0.03,-0.01,0.94,46.96,0.27,0.3,2.71,94.4,,5.32,-0.03,0.81,0,0,0.13,8.32,0.08,0.07,1.42,0.51,,1.14,0.06,,93.2,0.91,94.11
210518_QVCZMI05_074_ZAp_12_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Jan,43.48,-0.01,0.54,0.1,0.08,0.08,-0.02,0.09,52.74,0.34,0.24,3.02,100.72,,5.73,0,0.08,0.01,0,0.01,8.8,0.09,0.06,1.49,0.42,,1.27,0.08,,99.37,0.76,100.13
210518_QVCZMI05_074_ZAp_12_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Feb,44.52,0,0.64,0.09,-0.04,0.07,-0.04,0.09,53.67,0.39,0.06,3.55,103.07,,5.7,0,0.1,0.01,-0.01,0.01,8.7,0.1,0.01,1.7,0.2,,1.49,0.09,,101.49,0.37,101.85
210518_QVCZMI05_074_ZAp_12_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Mar,43.99,0.01,0.34,0.02,-0.02,0.13,0.01,0.03,53.49,0.24,0.01,3.69,101.94,,5.69,0,0.05,0.01,0,0,8.76,0.06,0,1.78,0.15,,1.55,0.05,,100.33,0.28,100.61
210518_QVCZMI05_074_ZAp_12_Qti,1,QVC074,Yarabamba Monzonite,Inclusion,Yes,01-Apr,45.56,0.02,0.56,0.02,0,0.16,0.15,0.2,51.88,0.22,0.72,2.13,101.62,,5.95,0.01,0.09,0.02,0.02,0.03,8.58,0.06,0.17,1.04,0.9,,0.9,0.05,,100.67,1.6,102.28
210518_QVCZMI05_075_ZAp_01_Qti,2,QVC075,Yarabamba Monzonite,Inclusion,Yes,01-Jan,43.39,0.06,0.69,0.03,0.08,-0.03,0.17,0.32,52.82,0.82,0.03,2.46,100.88,,5.76,0.02,0.11,0,0.02,0.04,8.87,0.22,0.01,1.22,0.56,,1.04,0.19,,99.66,1,100.66
210518_QVCZMI05_075_ZAp_01_Qti,2,QVC075,Yarabamba Monzonite,Inclusion,Yes,01-Feb,43.31,0,1.15,0.09,-0.01,0.07,-0.02,0.5,51.86,1,0.14,1.71,99.83,,5.82,0,0.18,0.01,0,0.07,8.82,0.27,0.03,0.86,0.87,,0.72,0.23,,98.88,1.54,100.42
210518_QVCZMI05_075_ZAp_02_Qti,2,QVC075,Yarabamba Monzonite,Inclusion,Yes,01-Jan,41.76,0.07,1.32,0.27,0.02,0.01,0.22,0.49,52.22,2.37,0.28,1.33,100.37,,5.64,0.02,0.21,0,0.03,0.07,8.92,0.64,0.07,0.67,0.69,,0.56,0.53,,99.28,1.2,100.48
210518_QVCZMI05_075_ZAp_02_Qti,2,QVC075,Yarabamba Monzonite,Inclusion,Yes,01-Feb,43.63,0.02,0.59,0.02,-0.03,0,0.05,0.16,52.03,2.22,0.04,1.66,100.41,,5.82,0.01,0.09,0,0.01,0.02,8.79,0.59,0.01,0.83,0.58,,0.7,0.5,,99.21,1.02,100.23
210518_QVCZMI05_075_ZAp_03_Qti,2,QVC075,Yarabamba Monzonite,Semi-Inclusion,Yes,01-Jan,24.74,0.13,22.82,4.13,0.38,0.02,0.12,4.72,34.68,0.27,5.17,0.81,97.97,,3.32,0.04,3.62,0,0.02,0.63,5.89,0.07,1.22,0.41,1.52,,0.34,0.06,,97.57,2.7,100.26
210518_QVCZMI05_075_ZAp_03_Qti,2,QVC075,Yarabamba Monzonite,Inclusion,Yes,01-Feb,33.39,0.15,12.02,3.91,0.35,0.08,0.01,1.57,37.72,0.31,1.76,0.21,91.49,,4.78,0.05,2.03,0.01,0,0.22,6.84,0.09,0.44,0.11,1.8,,0.09,0.07,,91.33,3.18,94.52
210518_QVCZMI05_075_ZAp_03_Qti,2,QVC075,Yarabamba Monzonite,Inclusion,Yes,01-Mar,44.68,0.04,1.38,0.53,0.07,0.07,0.14,0.7,52.42,0.27,0.33,2.36,103,,5.77,0.01,0.21,0.01,0.02,0.09,8.57,0.07,0.08,1.14,0.79,,0.99,0.06,,101.95,1.4,103.35
210518_QVCZMI05_075_ZAp_04_Qti,2,QVC075,Yarabamba Monzonite,Inclusion,Yes,01-Jan,43.54,0.14,0.75,0.03,0,0.05,0.12,0.26,52.67,0.89,0.08,3.2,101.72,,5.67,0.04,0.12,0.01,0.02,0.03,8.68,0.23,0.02,1.56,0.21,,1.35,0.2,,100.17,0.38,100.55
210518_QVCZMI05_075_ZAp_04_Qti,2,QVC075,Yarabamba Monzonite,Inclusion,Yes,01-Feb,43.7,0.18,0.69,-0.02,-0.01,0.02,0.04,-0.02,51.99,0.93,0.11,3.23,100.87,,5.72,0.05,0.11,0,0.01,0,8.61,0.24,0.03,1.58,0.18,,1.36,0.21,,99.3,0.32,99.62
210518_QVCZMI05_075_ZAp_04_Qti,2,QVC075,Yarabamba Monzonite,Semi-Inclusion,Yes,01-Mar,43.58,0.07,0.46,-0.01,0.06,0.04,0.12,-0.02,52.76,2.2,0.02,1.49,100.79,,5.82,0.02,0.07,0,0.02,0,8.92,0.59,0,0.74,0.67,,0.63,0.5,,99.67,1.18,100.84
210518_QVCZMI05_075_ZAp_04_Qti,2,QVC075,Yarabamba Monzonite,Semi-Inclusion,Yes,01-Apr,43.46,0.06,0.55,0.01,0.03,0.04,-0.04,0.05,52.64,1.98,0.05,1.69,100.56,,5.81,0.02,0.09,0,-0.01,0.01,8.9,0.53,0.01,0.84,0.63,,0.71,0.45,,99.4,1.11,100.51
210518_QVCZMI05_075_ZAp_05_Qti,2,QVC075,Yarabamba Monzonite,Inclusion,Yes,01-Jan,43.22,0.08,0.68,0.03,-0.03,-0.02,0.12,-0.12,53.74,1.29,0.01,2,101.18,,5.75,0.02,0.11,0,0.02,-0.02,9.05,0.34,0,0.99,0.66,,0.84,0.29,,100.05,1.17,101.21
210518_QVCZMI05_075_ZAp_05_Qti,2,QVC075,Yarabamba Monzonite,Inclusion,Yes,01-Feb,43.41,0.06,0.75,0,0.02,-0.03,0.06,0.16,54.36,1.25,0.04,2.01,102.11,,5.73,0.02,0.12,0,0.01,0.02,9.08,0.33,0.01,0.99,0.68,,0.85,0.28,,100.98,1.19,102.17
210518_QVCZMI05_075_ZAp_06_Qti,2,QVC075,Yarabamba Monzonite,Inclusion,Yes,01-Jan,42.9,0.15,0.58,0.03,0.03,-0.01,0.08,0.39,52.62,2.32,0.2,1.96,101.28,,5.7,0.05,0.09,0,0.01,0.05,8.84,0.62,0.05,0.97,0.41,,0.83,0.52,,99.93,0.73,100.66
210518_QVCZMI05_075_ZAp_06_Qti,2,QVC075,Yarabamba Monzonite,Inclusion,Yes,01-Feb,43.14,0.12,0.7,0.02,-0.01,-0.01,0.18,0.62,51.83,2.39,0.17,2.19,101.35,,5.7,0.04,0.11,0,0.02,0.08,8.66,0.63,0.04,1.08,0.29,,0.92,0.54,,99.89,0.51,100.4
210520_QVC028_Ap01_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Jan,44.44,0.14,0.03,0.03,0,0.09,0.56,0.33,54.75,0.51,0.08,3,103.96,,5.72,0.04,0,0.01,0.07,0.04,8.92,0.13,0.02,1.44,0.43,,1.26,0.12,,102.58,0.76,103.34
210520_QVC028_Ap01_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Feb,44.7,0.12,0.06,-0.01,0,0.08,0.34,0.06,55.04,0.27,0.06,3.2,103.94,,5.73,0.04,0.01,0.01,0.04,0.01,8.94,0.07,0.01,1.53,0.4,,1.35,0.06,,102.53,0.71,103.24
210520_QVC028_Ap02_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Jan,44.14,0.12,0.07,-0.05,0.05,0.06,0.59,0.14,54.33,0.55,0.04,3.42,103.52,,5.68,0.04,0.01,0.01,0.08,0.02,8.85,0.14,0.01,1.64,0.21,,1.44,0.12,,101.96,0.38,102.34
210520_QVC028_Ap02_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Feb,44.67,0.08,0.09,-0.02,0,0.08,0.57,0.14,54.13,0.41,0.04,3.59,103.8,,5.71,0.02,0.01,0.01,0.07,0.02,8.75,0.1,0.01,1.71,0.18,,1.51,0.09,,102.2,0.33,102.52
210520_QVC028_Ap03_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Jan,43.86,0.09,0.06,0.01,0,0.08,0.54,0.3,53.19,0.46,0.02,3.38,102,,5.72,0.03,0.01,0.01,0.07,0.04,8.77,0.12,0,1.65,0.23,,1.42,0.1,,100.47,0.42,100.89
210520_QVC028_Ap03_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Feb,44.12,0.13,0.17,0,0.01,0.03,0.49,0.26,53.19,0.5,0.09,3.29,102.28,,5.73,0.04,0.03,0,0.06,0.03,8.74,0.13,0.02,1.6,0.27,,1.39,0.11,,100.78,0.49,101.27
210520_QVC028_Ap04_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Jan,42.87,0.35,1.2,0.03,0.01,0.1,0.52,0.43,52.61,0.57,0.13,2.87,101.68,,5.63,0.11,0.19,0.01,0.07,0.06,8.74,0.15,0.03,1.41,0.44,,1.21,0.13,,100.34,0.79,101.13
210520_QVC028_Ap04_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Feb,43.84,0.18,0.21,0.05,0,0.07,0.63,0.56,52.73,0.6,0.12,2.75,101.72,,5.76,0.05,0.03,0.01,0.08,0.07,8.77,0.16,0.03,1.35,0.49,,1.16,0.14,,100.43,0.87,101.3
210520_QVC028_Ap05_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Jan,45.11,0.09,0.09,-0.04,0.02,0.07,0.69,0.39,53.33,0.62,0.09,3.26,103.75,,5.77,0.03,0.01,0.01,0.09,0.05,8.64,0.16,0.02,1.56,0.28,,1.37,0.14,,102.24,0.51,102.75
210520_QVC028_Ap05_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Feb,44.33,0.11,0.08,-0.01,0,0.05,0.52,0.47,54.15,0.63,0.14,3.08,103.57,,5.72,0.03,0.01,0.01,0.07,0.06,8.84,0.16,0.03,1.48,0.35,,1.3,0.14,,102.13,0.63,102.76
210520_QVC028_Ap05_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Mar,44.35,0.11,0.08,-0.02,0.05,0.11,0.4,0.33,52.83,0.54,0.06,3.09,101.95,,5.78,0.03,0.01,0.01,0.05,0.04,8.71,0.14,0.01,1.5,0.35,,1.3,0.12,,100.53,0.64,101.16
210520_QVC028_Ap06_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Jan,43.97,0.09,0.12,-0.03,0.03,0.05,0.52,0.29,53.63,0.61,0.07,3.29,102.68,,5.7,0.03,0.02,0.01,0.07,0.04,8.8,0.16,0.02,1.59,0.25,,1.39,0.14,,101.16,0.44,101.6
210520_QVC028_Ap06_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Feb,44.58,0.19,0.1,0,0,0.04,0.61,0.56,53.26,0.69,0.11,2.87,103.02,,5.78,0.06,0.02,0,0.08,0.07,8.74,0.18,0.03,1.39,0.43,,1.21,0.16,,101.66,0.77,102.42
210520_QVC028_Ap07_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Jan,44.47,0.2,0.39,0.04,0.04,0.09,0.69,0.25,52.91,0.49,0.08,3.28,102.92,,5.73,0.06,0.06,0.01,0.09,0.03,8.63,0.13,0.02,1.58,0.29,,1.38,0.11,,101.43,0.53,101.96
210520_QVC028_Ap07_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Feb,43.15,0.18,0.44,0.04,0.03,0.05,0.41,0.15,52.78,0.36,0.06,3.51,101.16,,5.66,0.05,0.07,0.01,0.05,0.02,8.76,0.09,0.01,1.72,0.19,,1.48,0.08,,99.6,0.34,99.94
210520_QVC028_Ap08_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Jan,44.16,0.14,0.11,0,0,0.05,0.58,0.53,53.78,0.59,0.1,2.86,102.91,,5.75,0.04,0.02,0.01,0.08,0.07,8.85,0.15,0.02,1.39,0.46,,1.2,0.13,,101.57,0.81,102.38
210520_QVC028_Ap08_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Feb,44.18,0.13,0.48,0.03,-0.01,0.05,0.69,0.48,53.05,0.62,0.15,2.9,102.74,,5.74,0.04,0.07,0.01,0.09,0.06,8.72,0.16,0.03,1.41,0.43,,1.22,0.14,,101.38,0.77,102.15
210520_QVC028_Ap09_vein_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Jan,40.57,0.05,6.53,1.85,1.71,0.02,0.18,0.05,49.12,0.19,0.04,3.38,103.69,,5.13,0.01,0.98,0,0.02,0.01,7.87,0.05,0.01,1.6,0.35,,1.42,0.04,,102.22,0.64,102.87
210520_QVC028_Ap09_vein_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Feb,44.18,0.09,0.32,0.13,0.1,0.13,0.63,0.46,52.77,0.55,0.14,3.3,102.81,,5.71,0.03,0.05,0.01,0.08,0.06,8.63,0.14,0.03,1.59,0.27,,1.39,0.12,,101.3,0.48,101.77
210520_QVC028_Ap09_vein_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Mar,44.67,0.07,0.1,0,-0.02,0.05,0.41,0.35,53.68,0.4,0.05,3.32,103.11,,5.75,0.02,0.02,0.01,0.05,0.04,8.75,0.1,0.01,1.6,0.3,,1.4,0.09,,101.62,0.54,102.16
210520_QVC028_Ap09_vein_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Apr,44.48,0.08,0.08,-0.02,0.04,0.06,0.51,0.36,53.02,0.56,0.11,3.25,102.55,,5.76,0.02,0.01,0.01,0.07,0.05,8.69,0.15,0.03,1.57,0.28,,1.37,0.13,,101.06,0.51,101.56
210520_QVC028_Ap10_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Jan,44.5,0.07,0.09,0.02,0.06,0.1,0.39,0.42,53.29,0.52,0.07,3.63,103.18,,5.71,0.02,0.01,0.01,0.05,0.05,8.65,0.13,0.02,1.74,0.13,,1.53,0.12,,101.53,0.23,101.76
210520_QVC028_Ap10_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Feb,44.42,0.12,0.18,0.04,0.09,0.03,0.55,0.24,52.5,0.58,0.07,3.38,102.2,,5.75,0.04,0.03,0,0.07,0.03,8.61,0.15,0.02,1.64,0.21,,1.42,0.13,,100.65,0.39,101.03
210520_QVC028_Ap10_Qti,5,QVC028,Quellaveco Granodiorite,Groundmass,NA,01-Mar,44.17,0.08,0.03,-0.02,-0.05,0.04,0.46,0.31,53.82,0.4,0.03,3.21,102.55,,5.74,0.02,0,0,0.06,0.04,8.85,0.1,0.01,1.56,0.34,,1.35,0.09,,101.11,0.6,101.71
210520_QVC034_Ap01_Qti,8,QVC034,Early Porphyry,Groundmass,NA,01-Jan,43.67,0.11,0.93,0.22,0.31,-0.03,0.45,0.06,53.36,0.2,0.01,3.15,102.48,,5.68,0.03,0.14,0,0.06,0.01,8.78,0.05,0,1.53,0.42,,1.33,0.05,,101.11,0.75,101.86
210520_QVC034_Ap01_Qti,8,QVC034,Early Porphyry,Groundmass,NA,01-Feb,42.23,0.25,2.65,0.73,0.55,0.06,0.65,0.19,49.91,0.41,0.05,3.84,101.53,,5.46,0.07,0.4,0.01,0.08,0.02,8.16,0.11,0.01,1.85,0.04,,1.62,0.09,,99.82,0.07,99.89
210520_QVC034_Ap02_Qti,8,QVC034,Early Porphyry,Groundmass,NA,01-Jan,44.78,0.09,0.15,0,0.05,0.09,1.08,0.31,53.61,0.71,0.07,2.98,103.93,,5.75,0.03,0.02,0.01,0.14,0.04,8.72,0.18,0.02,1.43,0.39,,1.25,0.16,,102.52,0.69,103.21
210520_QVC034_Ap02_Qti,8,QVC034,Early Porphyry,Groundmass,NA,01-Feb,44.33,0.11,0.08,0,-0.02,0.03,1.02,0.1,53.07,0.6,0.08,3.02,102.44,,5.77,0.03,0.01,0,0.13,0.01,8.74,0.16,0.02,1.47,0.38,,1.27,0.14,,101.03,0.67,101.7
210520_QVC034_Ap03_Qti,8,QVC034,Early Porphyry,Groundmass,NA,01-Jan,44.26,0.1,0.05,-0.03,0.01,0.05,1.08,0.31,52.84,1.13,0.07,2.68,102.58,,5.77,0.03,0.01,0.01,0.14,0.04,8.72,0.3,0.02,1.31,0.4,,1.13,0.25,,101.2,0.71,101.91
210520_QVC034_Ap03_Qti,8,QVC034,Early Porphyry,Groundmass,NA,01-Feb,44.79,0.08,0.1,-0.04,-0.02,0.07,1.12,0.26,52.2,1.14,0.09,2.68,102.55,,5.82,0.02,0.02,0.01,0.15,0.03,8.59,0.3,0.02,1.3,0.4,,1.13,0.26,,101.16,0.72,101.88
210520_QVC034_Ap04_Qti,8,QVC034,Early Porphyry,Groundmass,NA,01-Jan,44.21,0.07,0.12,0.03,0.01,-0.01,1.11,0.57,52.35,0.87,0.1,3.03,102.47,,5.75,0.02,0.02,0,0.14,0.07,8.62,0.23,0.02,1.47,0.3,,1.28,0.2,,101,0.54,101.53
210520_QVC034_Ap04_Qti,8,QVC034,Early Porphyry,Groundmass,NA,01-Feb,44.42,0.06,0.25,0.09,0.01,0.06,1.06,0.71,51.99,0.77,0.12,3.07,102.61,,5.76,0.02,0.04,0.01,0.14,0.09,8.53,0.2,0.03,1.49,0.31,,1.29,0.17,,101.14,0.56,101.71
210520_QVC034_Ap05_Qti,8,QVC034,Early Porphyry,Groundmass,NA,01-Jan,44.15,0.05,0.05,-0.04,-0.01,0.01,1.12,0.43,52.66,1.09,0.07,2.35,101.97,,5.82,0.02,0.01,0,0.15,0.06,8.78,0.29,0.02,1.16,0.56,,0.99,0.25,,100.73,0.98,101.72
210520_QVC034_Ap05_Qti,8,QVC034,Early Porphyry,Groundmass,NA,01-Feb,44.67,0.12,0.09,0,-0.04,0,1.17,0.33,52.12,1.07,0.13,2.49,102.19,,5.84,0.04,0.01,0,0.15,0.04,8.63,0.28,0.03,1.22,0.5,,1.05,0.24,,100.9,0.89,101.79
210520_QVC034_Ap06_Qti,8,QVC034,Early Porphyry,Groundmass,NA,01-Jan,44.39,0.07,0.06,0.04,0.03,0,1.03,0.31,53.14,0.54,0.06,2.82,102.48,,5.79,0.02,0.01,0,0.13,0.04,8.77,0.14,0.01,1.37,0.48,,1.19,0.12,,101.17,0.86,102.03
210520_QVC034_Ap06_Qti,8,QVC034,Early Porphyry,Groundmass,NA,01-Feb,44.31,0.11,0.17,-0.02,0.1,0.01,0.98,0.12,53.12,0.36,0.04,2.97,102.28,,5.78,0.03,0.03,0,0.13,0.02,8.77,0.09,0.01,1.45,0.46,,1.25,0.08,,100.95,0.82,101.76
210520_QVC034_Ap07_Qti,8,QVC034,Early Porphyry,Groundmass,NA,01-Jan,44.16,0.05,0.11,0,-0.06,0.03,1.15,0.46,51.91,0.74,0.11,2.86,101.59,,5.8,0.02,0.02,0,0.15,0.06,8.63,0.19,0.03,1.4,0.4,,1.2,0.17,,100.22,0.72,100.94
210520_QVC034_Ap07_Qti,8,QVC034,Early Porphyry,Groundmass,NA,01-Feb,44.49,0.12,0.2,0,0.04,0.05,0.94,0.21,52.24,0.86,0.08,2.84,102.08,,5.8,0.04,0.03,0.01,0.12,0.03,8.62,0.22,0.02,1.38,0.39,,1.2,0.19,,100.69,0.7,101.39
210520_QVC034_Ap08_Qti,8,QVC034,Early Porphyry,Groundmass,NA,01-Feb,40.68,0.87,3.52,0.03,0.08,0.1,0.78,0.32,48.46,0.59,0.27,3.43,99.14,,5.4,0.26,0.55,0.01,0.1,0.04,8.14,0.16,0.06,1.7,0.14,,1.44,0.13,,97.56,0.26,97.82
210520_QVC034_Ap09_Qti,8,QVC034,Early Porphyry,Groundmass,NA,01-Jan,45.2,0.09,0.53,-0.06,0,0.04,0.92,0.05,52.47,0.46,0.06,3.29,103.11,,5.79,0.03,0.08,0,0.12,0.01,8.51,0.12,0.01,1.58,0.31,,1.39,0.1,,101.62,0.55,102.17
210520_QVC034_Ap09_Qti,8,QVC034,Early Porphyry,Groundmass,NA,01-Feb,44,0.09,0.18,0.01,0.02,0.07,1.19,0.27,53.53,0.61,0.08,3.52,103.56,,5.66,0.03,0.03,0.01,0.15,0.03,8.71,0.16,0.02,1.69,0.15,,1.48,0.14,,101.94,0.27,102.21
210520_QVC075_Ap01_Qti,2,QVC075,Yarabamba Monzonite,Groundmass,NA,01-Jan,43.5,0.12,0.25,0,0,0.01,0.11,0.3,53.16,1.99,0.02,1.58,101.05,,5.81,0.04,0.04,0,0.01,0.04,8.99,0.53,0,0.79,0.68,,0.67,0.45,,99.94,1.19,101.13
210520_QVC075_Ap01_Qti,2,QVC075,Yarabamba Monzonite,Groundmass,NA,01-Feb,43.4,0.11,0.27,-0.02,0.05,0.05,0.08,0.36,53.8,2.12,0.02,1.56,101.81,,5.77,0.03,0.04,0.01,0.01,0.05,9.05,0.56,0,0.77,0.66,,0.66,0.48,,100.67,1.16,101.83
210520_QVC075_Ap01_Qti,2,QVC075,Yarabamba Monzonite,Groundmass,NA,01-Mar,43.76,0.16,0.35,-0.01,0,-0.03,-0.06,0.4,53.52,2.11,0.01,1.6,101.92,,5.8,0.05,0.05,0,-0.01,0.05,8.98,0.56,0,0.79,0.65,,0.67,0.48,,100.77,1.14,101.91
210520_QVC075_Ap02_Qti,2,QVC075,Yarabamba Monzonite,Groundmass,NA,01-Jan,42.56,0.13,1.05,0.27,0.17,0,0.17,1.44,52.71,0.98,0.25,2.01,101.75,,5.66,0.04,0.16,0,0.02,0.19,8.87,0.26,0.06,1,0.74,,0.85,0.22,,100.68,1.29,101.98
210520_QVC075_Ap02_Qti,2,QVC075,Yarabamba Monzonite,Groundmass,NA,01-Feb,43.52,0.13,0.29,0.01,-0.05,0.03,-0.02,1.28,54.01,0.85,0,2.5,102.61,,5.72,0.04,0.04,0,0,0.17,8.98,0.22,0,1.23,0.55,,1.05,0.19,,101.37,0.97,102.33
210520_QVC075_Ap03_Qti,2,QVC075,Yarabamba Monzonite,Groundmass,NA,01-Jan,43.25,0.14,0.68,0.07,0,0.02,0,0.09,53.04,0.54,0.03,2.27,100.14,,5.78,0.04,0.11,0,0,0.01,8.98,0.14,0.01,1.13,0.72,,0.96,0.12,,99.06,1.27,100.34
210520_QVC075_Ap03_Qti,2,QVC075,Yarabamba Monzonite,Groundmass,NA,01-Feb,42.69,0.11,0.62,0.12,-0.02,1.06,0.08,0.75,52.09,2,-0.01,1.55,101.08,,5.68,0.03,0.1,0.13,0.01,0.1,8.77,0.53,0,0.77,0.7,,0.65,0.45,,99.98,1.23,101.2
